Reservoir Data: Bhandardara
Period: 2005-2019 
No of Records: 4500 
Date,LEVEL (m),STORAGE (BCM)
14-JUL-13,732.3,.13
15-JUL-13,732.63,.13
16-JUL-13,732.87,.14
17-JUL-13,733.15,.14
18-JUL-13,733.85,.14
19-JUL-13,734.34,.15
20-JUL-13,734.92,.15
21-JUL-13,735.5,.16
22-JUL-13,736.29,.17
23-JUL-13,736.92,.17
24-JUL-13,737.51,.18
25-JUL-13,738.15,.19
26-JUL-13,738.82,.2
27-JUL-13,739.95,.21
28-JUL-13,740.43,.22
29-JUL-13,740.98,.23
30-JUL-13,741.77,.24
31-JUL-13,742.69,.26
01-AUG-13,743.45,.27
02-AUG-13,743.91,.28
03-AUG-13,744.18,.29
04-AUG-13,744.14,.28
05-AUG-13,743.91,.28
06-AUG-13,743.89,.28
07-AUG-13,743.94,.28
08-AUG-13,743.91,.28
09-AUG-13,744,.28
10-AUG-13,744.24,.29
11-AUG-13,744.23,.29
12-AUG-13,744.23,.29
13-AUG-13,744.23,.29
14-AUG-13,744.23,.29
15-AUG-13,744.21,.29
16-AUG-13,744.18,.29
17-AUG-13,744.18,.29
18-AUG-13,744.18,.29
19-AUG-13,744.2,.29
20-AUG-13,744.18,.29
21-AUG-13,744.17,.29
22-AUG-13,744.14,.28
23-AUG-13,744.14,.28
24-AUG-13,744.12,.28
25-AUG-13,744.15,.28
26-AUG-13,744.21,.29
27-AUG-13,744.3,.29
28-AUG-13,744.33,.29
29-AUG-13,744.38,.29
30-AUG-13,744.44,.29
31-AUG-13,744.53,.29
01-SEP-13,744.54,.3
02-SEP-13,744.62,.3
03-SEP-13,744.69,.3
04-SEP-13,744.73,.3
05-SEP-13,744.73,.3
06-SEP-13,744.73,.3
07-SEP-13,744.73,.3
08-SEP-13,744.73,.3
09-SEP-13,744.73,.3
10-SEP-13,744.73,.3
11-SEP-13,744.73,.3
12-SEP-13,744.73,.3
13-SEP-13,744.73,.3
14-SEP-13,744.73,.3
15-SEP-13,744.73,.3
16-SEP-13,744.73,.3
17-SEP-13,744.73,.3
18-SEP-13,744.73,.3
19-SEP-13,744.73,.3
20-SEP-13,744.73,.3
21-SEP-13,744.73,.3
22-SEP-13,744.73,.3
23-SEP-13,744.73,.3
24-SEP-13,744.73,.3
25-SEP-13,744.73,.3
26-SEP-13,744.73,.3
27-SEP-13,744.73,.3
28-SEP-13,744.73,.3
29-SEP-13,744.73,.3
30-SEP-13,744.73,.3
01-OCT-13,744.73,.3
02-OCT-13,744.73,.3
03-OCT-13,744.73,.3
04-OCT-13,744.73,.3
05-OCT-13,744.73,.3
06-OCT-13,744.73,.3
07-OCT-13,744.73,.3
08-OCT-13,744.73,.3
09-OCT-13,744.73,.3
10-OCT-13,744.73,.3
11-OCT-13,744.73,.3
12-OCT-13,744.73,.3
13-OCT-13,744.73,.3
14-OCT-13,744.73,.3
15-OCT-13,744.73,.3
16-OCT-13,744.73,.3
17-OCT-13,744.73,.3
18-OCT-13,744.73,.3
19-OCT-13,744.73,.3
20-OCT-13,744.73,.3
21-OCT-13,744.73,.3
22-OCT-13,744.73,.3
23-OCT-13,744.73,.3
24-OCT-13,744.73,.3
25-OCT-13,744.73,.3
26-OCT-13,744.73,.3
27-OCT-13,744.73,.3
28-OCT-13,744.73,.3
29-OCT-13,744.73,.3
30-OCT-13,744.73,.3
31-OCT-13,744.73,.3
01-NOV-13,744.73,.3
02-NOV-13,744.73,.3
03-NOV-13,744.73,.3
04-NOV-13,744.73,.3
05-NOV-13,744.73,.3
06-NOV-13,744.73,.3
07-NOV-13,744.73,.3
08-NOV-13,744.73,.3
09-NOV-13,744.73,.3
10-NOV-13,744.73,.3
11-NOV-13,744.73,.3
12-NOV-13,744.73,.3
13-NOV-13,744.72,.3
14-NOV-13,744.72,.3
15-NOV-13,744.72,.3
16-NOV-13,744.71,.3
17-NOV-13,744.7,.3
18-NOV-13,744.7,.3
19-NOV-13,744.69,.3
20-NOV-13,744.69,.3
21-NOV-13,744.69,.3
22-NOV-13,744.67,.3
23-NOV-13,744.67,.3
24-NOV-13,744.67,.3
25-NOV-13,744.65,.3
26-NOV-13,744.65,.3
27-NOV-13,744.65,.3
28-NOV-13,744.65,.3
29-NOV-13,744.64,.3
30-NOV-13,744.64,.3
01-DEC-13,744.64,.3
02-DEC-13,744.62,.3
03-DEC-13,744.62,.3
04-DEC-13,744.62,.3
05-DEC-13,744.61,.3
06-DEC-13,744.61,.3
07-DEC-13,744.61,.3
08-DEC-13,744.59,.3
09-DEC-13,744.59,.3
10-DEC-13,744.59,.3
11-DEC-13,744.58,.3
12-DEC-13,744.58,.3
13-DEC-13,744.53,.3
14-DEC-13,744.46,.29
15-DEC-13,744.26,.29
16-DEC-13,744.06,.28
17-DEC-13,743.85,.28
18-DEC-13,743.65,.27
19-DEC-13,743.45,.27
20-DEC-13,743.24,.27
21-DEC-13,742.99,.26
22-DEC-13,742.75,.26
23-DEC-13,742.54,.25
24-DEC-13,742.31,.25
25-DEC-13,742.08,.25
26-DEC-13,741.87,.24
27-DEC-13,741.62,.24
28-DEC-13,741.41,.24
29-DEC-13,743.23,.23
30-DEC-13,741.07,.23
31-DEC-13,740.98,.23
01-JAN-14,740.89,.23
02-JAN-14,740.88,.23
03-JAN-14,740.88,.23
04-JAN-14,740.86,.23
05-JAN-14,740.75,.23
06-JAN-14,740.63,.22
07-JAN-14,740.49,.22
08-JAN-14,740.46,.22
09-JAN-14,740.46,.22
10-JAN-14,740.46,.22
11-JAN-14,740.45,.22
12-JAN-14,740.45,.22
13-JAN-14,740.45,.22
14-JAN-14,740.43,.22
15-JAN-14,740.43,.22
16-JAN-14,740.43,.22
17-JAN-14,740.42,.22
18-JAN-14,740.42,.22
19-JAN-14,740.42,.22
20-JAN-14,740.4,.22
21-JAN-14,740.4,.22
22-JAN-14,740.4,.22
23-JAN-14,740.39,.22
24-JAN-14,740.39,.22
25-JAN-14,740.39,.22
26-JAN-14,740.37,.22
27-JAN-14,740.37,.22
28-JAN-14,740.27,.22
29-JAN-14,740.11,.22
30-JAN-14,739.98,.21
31-JAN-14,739.85,.21
01-FEB-14,739.73,.21
02-FEB-14,739.73,.21
03-FEB-14,739.72,.21
04-FEB-14,739.72,.21
05-FEB-14,739.72,.21
06-FEB-14,739.7,.21
07-FEB-14,739.7,.21
08-FEB-14,739.7,.21
09-FEB-14,739.69,.21
10-FEB-14,739.69,.21
11-FEB-14,739.69,.21
12-FEB-14,739.67,.21
13-FEB-14,739.67,.21
14-FEB-14,739.67,.21
15-FEB-14,739.67,.21
16-FEB-14,739.66,.21
17-FEB-14,739.66,.21
18-FEB-14,739.66,.21
19-FEB-14,739.55,.21
20-FEB-14,739.41,.21
21-FEB-14,739.14,.2
22-FEB-14,738.85,.2
23-FEB-14,738.85,.19
24-FEB-14,738.16,.19
25-FEB-14,737.81,.19
26-FEB-14,737.48,.18
27-FEB-14,737.17,.18
28-FEB-14,736.78,.17
01-MAR-14,736.38,.17
02-MAR-14,736.01,.17
03-MAR-14,735.65,.16
04-MAR-14,735.27,.16
05-MAR-14,734.9,.15
06-MAR-14,734.6,.15
07-MAR-14,734.25,.15
08-MAR-14,733.9,.14
09-MAR-14,733.51,.14
10-MAR-14,733.09,.14
11-MAR-14,732.77,.13
12-MAR-14,732.62,.13
13-MAR-14,732.62,.13
14-MAR-14,732.62,.13
15-MAR-14,732.6,.13
16-MAR-14,732.6,.13
17-MAR-14,732.6,.13
18-MAR-14,732.58,.13
19-MAR-14,732.58,.13
20-MAR-14,732.58,.13
21-MAR-14,732.57,.13
22-MAR-14,732.57,.13
23-MAR-14,732.57,.13
24-MAR-14,732.55,.13
25-MAR-14,732.55,.13
26-MAR-14,732.55,.13
27-MAR-14,732.54,.13
28-MAR-14,732.43,.13
29-MAR-14,732.19,.13
30-MAR-14,732.08,.13
31-MAR-14,732.08,.13
01-APR-14,732.05,.13
02-APR-14,732.05,.13
03-APR-14,732.04,.13
04-APR-14,732.04,.13
05-APR-14,732.04,.13
06-APR-14,732.02,.13
07-APR-14,731.88,.13
08-APR-14,731.62,.12
09-APR-14,731.37,.12
10-APR-14,731.11,.12
11-APR-14,730.82,.12
12-APR-14,730.54,.12
13-APR-14,730.37,.12
14-APR-14,730.37,.12
15-APR-14,730.37,.12
16-APR-14,730.36,.12
17-APR-14,730.36,.12
18-APR-14,730.36,.12
19-APR-14,730.34,.12
20-APR-14,730.34,.12
21-APR-14,730.34,.12
22-APR-14,730.33,.12
23-APR-14,730.18,.11
24-APR-14,729.87,.11
25-APR-14,729.52,.11
26-APR-14,729.16,.1
27-APR-14,728.73,.1
28-APR-14,728.24,.1
29-APR-14,727.68,.09
30-APR-14,727.07,.09
01-MAY-14,726.41,.09
02-MAY-14,725.77,.08
03-MAY-14,725.12,.08
04-MAY-14,724.4,.07
05-MAY-14,723.61,.07
06-MAY-14,722.85,.06
07-MAY-14,722.11,.06
08-MAY-14,721.23,.06
09-MAY-14,720.38,.05
10-MAY-14,719.62,.05
11-MAY-14,718.85,.05
12-MAY-14,718.06,.04
13-MAY-14,717.33,.04
14-MAY-14,716.6,.04
15-MAY-14,715.96,.04
16-MAY-14,715.35,.03
17-MAY-14,714.59,.03
18-MAY-14,713.92,.03
19-MAY-14,713.26,.02
20-MAY-14,713.21,.02
21-MAY-14,713.21,.02
22-MAY-14,713.2,.02
23-MAY-14,713.2,.02
24-MAY-14,713.2,.02
25-MAY-14,713.18,.02
26-MAY-14,713.18,.02
27-MAY-14,713.18,.02
28-MAY-14,713.17,.02
29-MAY-14,713.17,.02
30-MAY-14,713.17,.02
31-MAY-14,713.15,.02
01-JUN-14,713.15,.02
02-JUN-14,713.15,.02
03-JUN-14,713.14,.02
04-JUN-14,713.14,.02
05-JUN-14,713.14,.02
06-JUN-14,713.12,.02
07-JUN-14,713.12,.02
08-JUN-14,713.12,.02
09-JUN-14,713.11,.02
10-JUN-14,712.92,.02
11-JUN-14,712.56,.02
12-JUN-14,712.19,.02
13-JUN-14,711.81,.02
14-JUN-14,711.46,.02
15-JUN-14,711.11,.02
16-JUN-14,710.79,.02
17-JUN-14,710.76,.02
18-JUN-14,710.57,.02
19-JUN-14,710.41,.02
20-JUN-14,710.2,.01
21-JUN-14,710.2,.01
22-JUN-14,710.28,.02
23-JUN-14,710.24,.02
24-JUN-14,710.12,.01
25-JUN-14,709.95,.01
26-JUN-14,709.95,.01
27-JUN-14,709.94,.01
28-JUN-14,709.69,.01
29-JUN-14,709.3,.01
30-JUN-14,708.89,.01
01-JUL-14,708.48,.01
02-JUL-14,707.99,.01
03-JUL-14,707.54,.01
04-JUL-14,707.1,.01
05-JUL-14,706.62,.01
06-JUL-14,706.16,.01
07-JUL-14,705.66,.01
08-JUL-14,704.92,.0088
09-JUL-14,704.18,.00761
10-JUL-14,703.77,.00699
11-JUL-14,703.31,.00634
12-JUL-14,704.31,.00781
13-JUL-14,705.05,.009
14-JUL-14,704.71,.00846
15-JUL-14,704.4,.00795
16-JUL-14,707.18,.01
17-JUL-14,710.38,.02
18-JUL-14,714.49,.03
19-JUL-14,718,.04
20-JUL-14,719.86,.05
21-JUL-14,720.8,.05
22-JUL-14,722.21,.06
23-JUL-14,723.76,.07
24-JUL-14,724.64,.07
25-JUL-14,725.41,.08
26-JUL-14,726.11,.08
27-JUL-14,726.56,.09
28-JUL-14,727.05,.09
29-JUL-14,730.1,.11
30-JUL-14,734.52,.15
31-JUL-14,736.52,.17
01-AUG-14,737.51,.18
02-AUG-14,738.21,.19
03-AUG-14,738.85,.2
04-AUG-14,739.7,.21
05-AUG-14,741.1,.23
06-AUG-14,741.8,.24
07-AUG-14,742.29,.25
08-AUG-14,742.84,.26
09-AUG-14,743.05,.26
10-AUG-14,743.21,.27
11-AUG-14,743.45,.27
12-AUG-14,743.63,.27
13-AUG-14,743.82,.28
14-AUG-14,744.15,.28
15-AUG-14,744.37,.29
16-AUG-14,744.52,.29
17-AUG-14,744.62,.3
18-AUG-14,744.58,.3
19-AUG-14,744.52,.29
20-AUG-14,744.46,.29
21-AUG-14,744.49,.29
22-AUG-14,744.5,.29
23-AUG-14,744.5,.29
24-AUG-14,744.55,.29
25-AUG-14,744.52,.29
26-AUG-14,744.46,.3
27-AUG-14,744.61,.3
28-AUG-14,744.59,.3
29-AUG-14,744.58,.3
30-AUG-14,744.52,.29
31-AUG-14,744.46,.29
01-SEP-14,744.73,.3
02-SEP-14,744.73,.3
03-SEP-14,744.73,.3
04-SEP-14,744.73,.3
05-SEP-14,744.73,.3
06-SEP-14,744.73,.3
07-SEP-14,744.73,.3
08-SEP-14,744.73,.3
09-SEP-14,744.73,.3
10-SEP-14,744.73,.3
11-SEP-14,744.73,.3
12-SEP-14,744.73,.3
13-SEP-14,744.73,.3
14-SEP-14,744.73,.3
15-SEP-14,744.73,.3
16-SEP-14,744.73,.3
17-SEP-14,744.73,.3
18-SEP-14,744.73,.3
19-SEP-14,744.73,.3
20-SEP-14,744.73,.3
21-SEP-14,744.73,.3
22-SEP-14,744.73,.3
23-SEP-14,744.73,.3
24-SEP-14,744.73,.3
25-SEP-14,744.73,.3
26-SEP-14,744.73,.3
27-SEP-14,744.73,.3
28-SEP-14,744.73,.3
29-SEP-14,744.73,.3
30-SEP-14,744.73,.3
01-OCT-14,744.73,.3
02-OCT-14,744.73,.3
03-OCT-14,744.73,.3
04-OCT-14,744.73,.3
05-OCT-14,744.73,.3
06-OCT-14,744.73,.3
07-OCT-14,744.73,.3
08-OCT-14,744.73,.3
09-OCT-14,744.73,.3
10-OCT-14,744.73,.3
11-OCT-14,744.73,.3
12-OCT-14,744.73,.3
13-OCT-14,744.73,.3
14-OCT-14,744.73,.3
15-OCT-14,744.73,.3
16-OCT-14,744.73,.3
17-OCT-14,744.73,.3
18-OCT-14,744.73,.3
19-OCT-14,744.73,.3
20-OCT-14,744.73,.3
21-OCT-14,744.73,.3
22-OCT-14,744.73,.3
23-OCT-14,744.73,.3
24-OCT-14,744.73,.3
25-OCT-14,744.73,.3
26-OCT-14,744.73,.3
27-OCT-14,744.73,.3
28-OCT-14,744.73,.3
29-OCT-14,744.73,.3
30-OCT-14,744.73,.3
31-OCT-14,744.73,.3
01-NOV-14,744.73,.3
02-NOV-14,744.73,.3
03-NOV-14,744.73,.3
04-NOV-14,744.72,.3
05-NOV-14,744.72,.3
06-NOV-14,744.67,.3
07-NOV-14,744.58,.3
08-NOV-14,744.53,.29
09-NOV-14,744.53,.29
10-NOV-14,744.52,.29
11-NOV-14,744.52,.29
12-NOV-14,744.52,.29
13-NOV-14,744.5,.29
14-NOV-14,744.5,.29
15-NOV-14,744.5,.29
16-NOV-14,744.5,.29
17-NOV-14,744.5,.29
18-NOV-14,744.53,.29
19-NOV-14,744.53,.29
20-NOV-14,744.53,.29
21-NOV-14,744.52,.29
22-NOV-14,744.52,.29
23-NOV-14,744.52,.29
24-NOV-14,744.5,.29
25-NOV-14,744.5,.29
26-NOV-14,744.5,.29
27-NOV-14,744.49,.29
28-NOV-14,744.49,.29
29-NOV-14,744.49,.29
30-NOV-14,744.47,.29
01-DEC-14,744.47,.29
02-DEC-14,744.47,.29
03-DEC-14,744.46,.29
04-DEC-14,744.46,.29
05-DEC-14,744.46,.29
06-DEC-14,744.44,.29
07-DEC-14,744.38,.29
08-DEC-14,744.12,.28
09-DEC-14,743.6,.27
10-DEC-14,742.84,.26
11-DEC-14,742.05,.25
12-DEC-14,741.24,.23
13-DEC-14,740.46,.22
14-DEC-14,739.61,.21
15-DEC-14,738.72,.2
16-DEC-14,737.99,.19
17-DEC-14,737.53,.18
18-DEC-14,737.18,.18
19-DEC-14,736.97,.18
20-DEC-14,736.97,.18
21-DEC-14,736.97,.18
22-DEC-14,736.96,.18
23-DEC-14,736.96,.18
24-DEC-14,736.96,.18
25-DEC-14,736.94,.18
26-DEC-14,736.94,.18
27-DEC-14,736.94,.18
28-DEC-14,736.93,.18
29-DEC-14,736.93,.18
30-DEC-14,736.93,.18
31-DEC-14,736.91,.18
01-JAN-15,736.91,.18
02-JAN-15,736.91,.18
03-JAN-15,736.9,.18
04-JAN-15,736.9,.18
05-JAN-15,736.9,.18
06-JAN-15,736.88,.18
07-JAN-15,736.88,.18
08-JAN-15,736.88,.18
09-JAN-15,736.87,.18
10-JAN-15,736.87,.18
11-JAN-15,736.87,.18
12-JAN-15,736.85,.18
13-JAN-15,736.85,.18
14-JAN-15,736.85,.18
15-JAN-15,736.84,.18
16-JAN-15,736.84,.18
17-JAN-15,736.84,.18
18-JAN-15,736.82,.17
19-JAN-15,736.82,.17
20-JAN-15,736.82,.17
21-JAN-15,736.81,.17
22-JAN-15,736.81,.17
23-JAN-15,736.81,.17
24-JAN-15,736.79,.17
25-JAN-15,736.79,.17
26-JAN-15,736.79,.17
27-JAN-15,736.78,.17
28-JAN-15,736.78,.17
29-JAN-15,736.78,.17
30-JAN-15,736.7,.17
31-JAN-15,736.7,.17
02-FEB-15,736.7,.17
03-FEB-15,736.7,.17
09-FEB-15,736.7,.17
10-FEB-15,736.7,.17
16-FEB-15,736.7,.17
17-FEB-15,736.7,.17
22-FEB-15,736.7,.17
23-FEB-15,736.7,.17
24-FEB-15,736.7,.17
02-MAR-15,736.7,.17
09-MAR-15,736.7,.17
16-MAR-15,734.3,.15
17-MAR-15,734.3,.15
23-MAR-15,732,.14
30-MAR-15,729.2,.37
06-APR-15,727,.25
12-APR-15,727,.25
20-APR-15,727,.25
21-APR-15,727,.25
27-APR-15,727,.25
28-APR-15,727,.25
04-MAY-15,727,.25
05-MAY-15,727,.25
11-MAY-15,719.64,.06
12-MAY-15,719.64,.06
14-MAY-15,719.64,.06
18-MAY-15,719.64,.06
19-MAY-15,719.64,.06
25-MAY-15,713.48,.03
27-MAY-15,713.48,.02
01-JUN-15,709.32,.01
04-JUN-15,709.32,.01
08-JUN-15,709.15,.01
10-JUN-15,709.15,.01
12-JUN-15,709.17,.01
13-JUN-15,709.17,.01
14-JUN-15,709.18,.01
15-JUN-15,709.25,.01
16-JUN-15,709.33,.01
17-JUN-15,709.46,.01
18-JUN-15,709.47,.01
19-JUN-15,709.52,.01
20-JUN-15,709.46,.01
21-JUN-15,710.22,.01
22-JUN-15,711.1,.02
23-JUN-15,719.97,.03
24-JUN-15,718.18,.04
25-JUN-15,721.17,.06
26-JUN-15,723.11,.07
27-JUN-15,723.48,.07
28-JUN-15,723.69,.07
29-JUN-15,723.87,.07
30-JUN-15,724.03,.07
01-JUL-15,724.09,.07
02-JUL-15,724.21,.07
03-JUL-15,724.27,.07
04-JUL-15,724.36,.07
05-JUL-15,724.41,.07
06-JUL-15,724.48,.07
07-JUL-15,724.54,.07
08-JUL-15,724.73,.07
09-JUL-15,724.8,.07
10-JUL-15,724.88,.08
11-JUL-15,724.94,.08
12-JUL-15,725,.08
13-JUL-15,725.11,.08
14-JUL-15,725.25,.08
15-JUL-15,725.49,.08
16-JUL-15,725.61,.08
17-JUL-15,725.89,.08
18-JUL-15,726.16,.08
19-JUL-15,727.04,.09
20-JUL-15,727.68,.09
21-JUL-15,729.63,.11
22-JUL-15,731.43,.12
23-JUL-15,732.38,.13
24-JUL-15,732.9,.14
25-JUL-15,734.11,.15
26-JUL-15,734.57,.15
27-JUL-15,735.12,.16
28-JUL-15,736.16,.17
29-JUL-15,737.5,.18
30-JUL-15,738.96,.2
03-AUG-15,738.96,.2
04-AUG-15,738.96,.2
10-AUG-15,740.87,.23
13-AUG-15,740.87,.23
14-AUG-15,740.82,.23
15-AUG-15,740.78,.23
16-AUG-15,740.82,.23
17-AUG-15,740.79,.23
18-AUG-15,740.75,.23
19-AUG-15,740.65,.22
21-AUG-15,740.47,.22
22-AUG-15,740.4,.22
23-AUG-15,740.29,.22
24-AUG-15,740.29,.22
25-AUG-15,740.3,.22
26-AUG-15,740.46,.22
27-AUG-15,740.46,.22
28-AUG-15,740.33,.22
29-AUG-15,740.28,.22
30-AUG-15,740.26,.22
31-AUG-15,740.17,.22
01-SEP-15,740.07,.22
02-SEP-15,739.97,.21
04-SEP-15,739.71,.21
05-SEP-15,739.59,.21
06-SEP-15,739.46,.21
07-SEP-15,739.34,.21
08-SEP-15,739.23,.2
09-SEP-15,739.09,.2
11-SEP-15,738.87,.2
12-SEP-15,738.74,.2
13-SEP-15,738.68,.2
14-SEP-15,738.7,.2
15-SEP-15,738.71,.2
16-SEP-15,738.72,.2
18-SEP-15,738.74,.2
19-SEP-15,739.85,.21
20-SEP-15,740.33,.22
21-SEP-15,740.58,.22
22-SEP-15,740.86,.23
23-SEP-15,740.91,.23
25-SEP-15,741.08,.23
26-SEP-15,741.04,.23
27-SEP-15,740.92,.23
28-SEP-15,740.81,.23
29-SEP-15,740.72,.23
30-SEP-15,740.61,.22
02-OCT-15,740.35,.22
03-OCT-15,740.23,.22
04-OCT-15,740.17,.22
05-OCT-15,740.06,.22
06-OCT-15,739.94,.21
07-OCT-15,739.82,.21
08-OCT-15,739.68,.21
09-OCT-15,739.56,.21
10-OCT-15,739.4,.21
11-OCT-15,739.25,.2
12-OCT-15,739.1,.2
13-OCT-15,739.07,.2
14-OCT-15,738.92,.2
15-OCT-15,738.76,.2
16-OCT-15,738.62,.2
17-OCT-15,738.48,.19
18-OCT-15,738.33,.19
19-OCT-15,738.17,.19
20-OCT-15,738.04,.19
21-OCT-15,737.88,.19
23-OCT-15,737.57,.18
24-OCT-15,737.42,.18
25-OCT-15,737.24,.18
26-OCT-15,737.07,.18
27-OCT-15,736.99,.18
28-OCT-15,737.79,.17
30-OCT-15,736.5,.17
31-OCT-15,736.38,.17
01-NOV-15,736.19,.17
02-NOV-15,736.01,.17
03-NOV-15,735.83,.16
04-NOV-15,735.67,.16
09-NOV-15,734.04,.15
10-NOV-15,734.04,.15
13-NOV-15,734.04,.15
14-NOV-15,733.84,.14
15-NOV-15,733.66,.14
16-NOV-15,733.47,.14
17-NOV-15,733.28,.14
18-NOV-15,733.1,.14
23-NOV-15,733.1,.14
24-NOV-15,733.1,.14
27-NOV-15,731.32,.12
28-NOV-15,731.12,.12
29-NOV-15,730.9,.12
30-NOV-15,730.66,.12
01-DEC-15,730.44,.12
02-DEC-15,730.2,.11
04-DEC-15,729.77,.11
05-DEC-15,729.56,.11
06-DEC-15,729.34,.11
07-DEC-15,729.08,.1
08-DEC-15,728.83,.1
09-DEC-15,728.59,.1
11-DEC-15,728.1,.1
12-DEC-15,727.84,.09
13-DEC-15,727.56,.09
14-DEC-15,727.29,.09
15-DEC-15,727.03,.09
16-DEC-15,726.76,.09
17-DEC-15,726.48,.09
18-DEC-15,726.19,.08
19-DEC-15,726.07,.08
20-DEC-15,726.07,.08
21-DEC-15,726.07,.08
22-DEC-15,726.07,.08
23-DEC-15,726.06,.08
25-DEC-15,726.04,.08
26-DEC-15,726.04,.08
27-DEC-15,726.04,.08
28-DEC-15,726.02,.08
29-DEC-15,726.02,.08
30-DEC-15,726.02,.08
31-DEC-15,726.02,.08
01-JAN-16,725.99,.08
02-JAN-16,725.99,.08
03-JAN-16,725.98,.08
04-JAN-16,725.98,.08
05-JAN-16,725.98,.08
06-JAN-16,725.96,.08
08-JAN-16,725.96,.08
09-JAN-16,725.95,.08
10-JAN-16,725.95,.08
11-JAN-16,725.95,.08
12-JAN-16,725.94,.08
13-JAN-16,725.94,.08
15-JAN-16,725.92,.08
16-JAN-16,725.92,.08
17-JAN-16,725.92,.08
18-JAN-16,725.91,.08
19-JAN-16,725.91,.08
20-JAN-16,725.91,.08
22-JAN-16,725.89,.08
23-JAN-16,725.89,.08
24-JAN-16,725.87,.08
25-JAN-16,725.87,.08
26-JAN-16,725.87,.08
27-JAN-16,725.86,.08
29-JAN-16,725.86,.08
30-JAN-16,725.84,.08
31-JAN-16,725.84,.08
01-FEB-16,725.84,.08
02-FEB-16,725.83,.08
03-FEB-16,725.71,.08
05-FEB-16,725.12,.08
06-FEB-16,724.82,.07
07-FEB-16,724.51,.07
08-FEB-16,724.2,.07
09-FEB-16,723.86,.07
10-FEB-16,723.54,.07
12-FEB-16,722.88,.06
13-FEB-16,722.7,.06
14-FEB-16,722.7,.06
15-FEB-16,722.7,.06
16-FEB-16,722.68,.06
17-FEB-16,722.68,.06
19-FEB-16,722.67,.06
20-FEB-16,722.67,.06
21-FEB-16,722.67,.06
22-FEB-16,722.65,.06
23-FEB-16,722.65,.06
24-FEB-16,722.65,.06
26-FEB-16,722.64,.06
27-FEB-16,722.64,.06
28-FEB-16,722.62,.06
29-FEB-16,722.62,.06
01-MAR-16,722.62,.06
02-MAR-16,722.61,.06
04-MAR-16,722.61,.06
05-MAR-16,722.59,.06
06-MAR-16,722.59,.06
07-MAR-16,722.59,.06
08-MAR-16,722.58,.06
09-MAR-16,722.58,.06
11-MAR-16,722.57,.06
12-MAR-16,722.57,.06
13-MAR-16,722.57,.06
14-MAR-16,722.55,.06
15-MAR-16,722.55,.06
16-MAR-16,722.55,.06
17-MAR-16,722.53,.06
18-MAR-16,722.53,.06
19-MAR-16,722.53,.06
20-MAR-16,722.52,.06
21-MAR-16,722.25,.06
22-MAR-16,721.91,.06
23-MAR-16,721.55,.06
25-MAR-16,720.53,.05
26-MAR-16,719.88,.05
27-MAR-16,719.19,.05
28-MAR-16,718.51,.04
29-MAR-16,717.82,.04
30-MAR-16,717.36,.04
01-APR-16,716.54,.04
02-APR-16,716.16,.03
03-APR-16,715.75,.03
04-APR-16,715.33,.03
05-APR-16,715.22,.03
06-APR-16,715.22,.03
08-APR-16,715.2,.03
09-APR-16,715.2,.03
10-APR-16,715.2,.03
11-APR-16,715.19,.03
12-APR-16,715.19,.03
15-APR-16,715.18,.03
16-APR-16,715.18,.03
17-APR-16,715.16,.03
18-APR-16,715.16,.03
19-APR-16,715.16,.03
20-APR-16,715.15,.03
22-APR-16,715.15,.03
23-APR-16,715.13,.03
24-APR-16,715.13,.03
25-APR-16,715.13,.03
26-APR-16,715.12,.03
27-APR-16,715.12,.03
29-APR-16,714.56,.03
30-APR-16,714.24,.03
01-MAY-16,713.91,.03
02-MAY-16,713.59,.03
03-MAY-16,713.29,.02
04-MAY-16,712.97,.02
06-MAY-16,712.31,.02
07-MAY-16,711.94,.02
08-MAY-16,711.53,.02
09-MAY-16,710.99,.02
10-MAY-16,710.57,.02
11-MAY-16,710.15,.01
13-MAY-16,709.29,.01
14-MAY-16,708.98,.01
15-MAY-16,708.5,.01
16-MAY-16,708.07,.01
17-MAY-16,707.63,.01
18-MAY-16,707.2,.01
20-MAY-16,705.49,.00977
21-MAY-16,704.63,.00832
22-MAY-16,703.71,.00694
23-MAY-16,702.57,.00532
24-MAY-16,701.75,.00425
25-MAY-16,701.75,.00425
27-MAY-16,701.73,.00422
28-MAY-16,701.73,.00422
29-MAY-16,701.73,.00422
30-MAY-16,701.73,.00422
31-MAY-16,701.7,.00419
01-JUN-16,701.7,.00419
03-JUN-16,701.68,.00416
04-JUN-16,701.68,.00416
05-JUN-16,701.68,.00416
06-JUN-16,701.66,.00413
07-JUN-16,701.66,.00413
08-JUN-16,701.66,.00413
10-JUN-16,701.62,.00408
11-JUN-16,701.62,.00408
12-JUN-16,701.58,.00402
13-JUN-16,701.58,.00402
14-JUN-16,701.58,.00402
15-JUN-16,701.55,.00399
17-JUN-16,701.55,.00399
18-JUN-16,701.52,.00396
19-JUN-16,700.5,.00275
20-JUN-16,700.44,.00266
21-JUN-16,700.44,.00266
22-JUN-16,700.44,.00266
24-JUN-16,700.44,.00266
25-JUN-16,700.45,.00269
26-JUN-16,700.47,.00272
27-JUN-16,700.59,.00286
28-JUN-16,701.35,.00374
29-JUN-16,701.64,.00411
01-JUL-16,704.89,.00875
02-JUL-16,705.56,.00994
03-JUL-16,708.12,.01
04-JUL-16,715.41,.03
05-JUL-16,717.45,.04
