Reservoir Data: Bhandardara
Period: 2005-2019 
No of Records: 4500 
Date,LEVEL (m),STORAGE (BCM)
01-JAN-05,741.45,.23
02-JAN-05,741.45,.23
03-JAN-05,741.44,.23
04-JAN-05,741.44,.23
05-JAN-05,741.44,.23
06-JAN-05,741.32,.23
07-JAN-05,741.07,.23
08-JAN-05,740.96,.22
09-JAN-05,740.66,.22
10-JAN-05,740.42,.22
11-JAN-05,740.19,.22
12-JAN-05,739.93,.21
13-JAN-05,739.7,.21
14-JAN-05,739.44,.2
15-JAN-05,739.18,.2
16-JAN-05,738.94,.2
17-JAN-05,738.68,.19
18-JAN-05,738.4,.19
19-JAN-05,738.14,.19
20-JAN-05,737.87,.18
21-JAN-05,737.6,.18
22-JAN-05,737.32,.18
23-JAN-05,737.05,.18
24-JAN-05,736.8,.17
25-JAN-05,736.68,.17
26-JAN-05,736.68,.17
27-JAN-05,736.68,.17
28-JAN-05,736.67,.17
29-JAN-05,736.69,.17
30-JAN-05,736.65,.17
31-JAN-05,736.65,.17
01-FEB-05,736.65,.17
02-FEB-05,736.64,.17
03-FEB-05,736.64,.17
04-FEB-05,736.64,.17
05-FEB-05,736.64,.17
06-FEB-05,736.64,.17
07-FEB-05,736.64,.17
08-FEB-05,736.62,.17
09-FEB-05,736.62,.17
10-FEB-05,736.62,.17
11-FEB-05,736.6,.17
12-FEB-05,736.6,.17
13-FEB-05,736.6,.17
14-FEB-05,736.59,.17
15-FEB-05,736.59,.17
16-FEB-05,736.59,.17
17-FEB-05,736.57,.17
18-FEB-05,736.41,.17
19-FEB-05,736.04,.16
20-FEB-05,735.77,.16
21-FEB-05,735.45,.16
22-FEB-05,735.11,.15
23-FEB-05,734.76,.15
24-FEB-05,734.46,.15
25-FEB-05,734.12,.14
26-FEB-05,733.74,.14
27-FEB-05,733.36,.14
28-FEB-05,732.96,.13
01-MAR-05,732.81,.13
02-MAR-05,732.41,.13
03-MAR-05,732.11,.13
04-MAR-05,731.81,.13
05-MAR-05,731.68,.12
06-MAR-05,731.68,.12
07-MAR-05,731.68,.12
08-MAR-05,731.68,.12
09-MAR-05,731.67,.12
10-MAR-05,731.67,.12
11-MAR-05,731.67,.12
12-MAR-05,731.67,.12
13-MAR-05,731.67,.12
14-MAR-05,731.67,.12
15-MAR-05,731.65,.12
16-MAR-05,731.65,.12
17-MAR-05,731.65,.12
18-MAR-05,731.64,.12
19-MAR-05,731.64,.12
20-MAR-05,731.64,.12
21-MAR-05,731.64,.12
22-MAR-05,731.62,.12
23-MAR-05,731.62,.12
24-MAR-05,731.62,.12
25-MAR-05,731.62,.12
26-MAR-05,731.6,.12
27-MAR-05,731.6,.12
28-MAR-05,731.6,.12
29-MAR-05,731.6,.12
30-MAR-05,730.83,.12
31-MAR-05,730.46,.11
01-APR-05,730.03,.11
02-APR-05,729.59,.11
03-APR-05,729.14,.1
04-APR-05,728.65,.1
05-APR-05,728.13,.1
06-APR-05,727.61,.09
07-APR-05,727.09,.09
08-APR-05,726.65,.09
09-APR-05,726.21,.08
10-APR-05,725.77,.08
11-APR-05,725.37,.08
12-APR-05,725.22,.08
13-APR-05,725.22,.08
14-APR-05,725.22,.08
15-APR-05,725.2,.08
16-APR-05,725.2,.08
17-APR-05,725.2,.08
18-APR-05,725.2,.08
19-APR-05,725.19,.08
20-APR-05,725.19,.08
21-APR-05,725.19,.08
22-APR-05,725.17,.08
23-APR-05,725.17,.08
24-APR-05,725.17,.08
25-APR-05,725.16,.08
26-APR-05,725.16,.08
27-APR-05,725.16,.08
28-APR-05,725.14,.08
29-APR-05,725.14,.08
30-APR-05,725.14,.08
01-MAY-05,725.13,.08
02-MAY-05,725.13,.08
03-MAY-05,725.13,.08
04-MAY-05,725.13,.08
05-MAY-05,725.16,.08
06-MAY-05,724.82,.07
07-MAY-05,724.18,.07
08-MAY-05,723.57,.07
09-MAY-05,722.9,.06
10-MAY-05,722.25,.06
11-MAY-05,721.75,.06
12-MAY-05,720.92,.05
13-MAY-05,720.19,.05
14-MAY-05,719.41,.05
15-MAY-05,718.63,.04
16-MAY-05,717.89,.04
17-MAY-05,717.14,.04
18-MAY-05,716.44,.04
19-MAY-05,715.74,.03
20-MAY-05,714.07,.03
21-MAY-05,714.27,.03
22-MAY-05,713.45,.02
23-MAY-05,712.75,.02
24-MAY-05,712.08,.02
25-MAY-05,711.47,.02
26-MAY-05,710.84,.02
27-MAY-05,710.53,.02
28-MAY-05,710.49,.02
29-MAY-05,710.49,.02
30-MAY-05,710.49,.02
31-MAY-05,710.48,.02
01-JUN-05,710.48,.02
02-JUN-05,710.48,.02
03-JUN-05,710.55,.02
04-JUN-05,710.55,.02
05-JUN-05,710.55,.02
06-JUN-05,710.57,.02
07-JUN-05,710.57,.02
08-JUN-05,710.57,.02
09-JUN-05,710.55,.02
10-JUN-05,710.55,.02
11-JUN-05,710.55,.02
12-JUN-05,710.55,.02
13-JUN-05,710.54,.02
14-JUN-05,710.54,.02
15-JUN-05,710.17,.01
16-JUN-05,709.3,.01
17-JUN-05,708.3,.01
18-JUN-05,707.5,.01
19-JUN-05,706.54,.01
20-JUN-05,705.53,.00937
21-JUN-05,705.43,.00937
22-JUN-05,705.43,.00937
23-JUN-05,705.43,.00937
24-JUN-05,705.58,.00962
25-JUN-05,707.55,.01
26-JUN-05,711.62,.02
27-JUN-05,716.77,.04
28-JUN-05,722.24,.06
29-JUN-05,730.13,.11
30-JUN-05,734.15,.15
01-JUL-05,735.67,.16
02-JUL-05,737.26,.18
03-JUL-05,739,.2
04-JUL-05,739.88,.21
05-JUL-05,740.58,.22
06-JUL-05,740.75,.22
07-JUL-05,740.78,.22
08-JUL-05,740.8,.22
09-JUL-05,740.93,.23
10-JUL-05,741.01,.23
11-JUL-05,741.1,.23
12-JUL-05,741.16,.23
13-JUL-05,741.32,.23
14-JUL-05,741.44,.23
15-JUL-05,741.56,.24
16-JUL-05,741.62,.24
17-JUL-05,741.67,.24
18-JUL-05,741.74,.24
19-JUL-05,741.74,.24
20-JUL-05,742.11,.24
21-JUL-05,742.2,.25
22-JUL-05,742.87,.26
23-JUL-05,742.87,.26
24-JUL-05,743.8,.27
25-JUL-05,744.27,.28
26-JUL-05,744.55,.29
27-JUL-05,744.67,.29
28-JUL-05,744.81,.3
29-JUL-05,744.76,.3
30-JUL-05,744.64,.29
31-JUL-05,744.64,.29
01-AUG-05,744.68,.29
02-AUG-05,744.71,.29
03-AUG-05,744.61,.29
04-AUG-05,744.39,.29
05-AUG-05,744.44,.29
06-AUG-05,744.49,.29
07-AUG-05,744.5,.29
08-AUG-05,744.42,.29
09-AUG-05,744.53,.29
10-AUG-05,744.61,.29
11-AUG-05,744.64,.29
12-AUG-05,744.76,.3
13-AUG-05,744.85,.3
14-AUG-05,744.91,.3
15-AUG-05,744.91,.3
16-AUG-05,744.91,.3
17-AUG-05,744.91,.3
18-AUG-05,744.91,.3
19-AUG-05,744.91,.3
20-AUG-05,744.91,.3
21-AUG-05,744.91,.3
22-AUG-05,744.91,.3
23-AUG-05,744.91,.3
24-AUG-05,744.91,.3
25-AUG-05,744.91,.3
26-AUG-05,744.91,.3
27-AUG-05,744.91,.3
28-AUG-05,744.91,.3
29-AUG-05,744.91,.3
30-AUG-05,744.78,.3
31-AUG-05,744.7,.29
01-SEP-05,744.68,.29
02-SEP-05,744.65,.29
03-SEP-05,744.64,.29
04-SEP-05,744.64,.29
05-SEP-05,744.67,.29
06-SEP-05,744.7,.29
07-SEP-05,744.75,.3
08-SEP-05,744.78,.3
09-SEP-05,744.81,.3
10-SEP-05,744.85,.3
11-SEP-05,744.91,.3
12-SEP-05,744.91,.3
13-SEP-05,744.91,.3
14-SEP-05,744.91,.3
15-SEP-05,744.91,.3
16-SEP-05,744.91,.3
17-SEP-05,744.91,.3
18-SEP-05,744.91,.3
19-SEP-05,744.91,.3
20-SEP-05,744.91,.3
21-SEP-05,744.91,.3
22-SEP-05,744.91,.3
23-SEP-05,744.91,.3
24-SEP-05,744.91,.3
25-SEP-05,744.91,.3
26-SEP-05,744.91,.3
27-SEP-05,744.91,.3
28-SEP-05,744.91,.3
29-SEP-05,744.91,.3
30-SEP-05,744.91,.3
01-OCT-05,744.91,.3
02-OCT-05,744.91,.3
03-OCT-05,744.91,.3
04-OCT-05,744.91,.3
05-OCT-05,744.91,.3
06-OCT-05,744.91,.3
07-OCT-05,744.91,.3
08-OCT-05,744.91,.3
09-OCT-05,744.91,.3
10-OCT-05,744.91,.3
11-OCT-05,744.91,.3
12-OCT-05,744.91,.3
13-OCT-05,744.9,.3
14-OCT-05,744.9,.3
15-OCT-05,744.9,.3
16-OCT-05,744.9,.3
17-OCT-05,744.9,.3
18-OCT-05,744.91,.3
19-OCT-05,744.91,.3
20-OCT-05,744.91,.3
21-OCT-05,744.91,.3
22-OCT-05,744.91,.3
23-OCT-05,744.91,.3
24-OCT-05,744.91,.3
25-OCT-05,744.91,.3
26-OCT-05,744.91,.3
27-OCT-05,744.91,.3
28-OCT-05,744.91,.3
29-OCT-05,744.91,.3
30-OCT-05,744.91,.3
31-OCT-05,744.91,.3
01-NOV-05,744.91,.3
02-NOV-05,744.91,.3
03-NOV-05,744.91,.3
04-NOV-05,744.91,.3
05-NOV-05,744.91,.3
06-NOV-05,744.91,.3
07-NOV-05,744.91,.3
08-NOV-05,744.91,.3
09-NOV-05,744.91,.3
10-NOV-05,744.91,.3
11-NOV-05,744.91,.3
12-NOV-05,744.85,.3
13-NOV-05,744.76,.3
14-NOV-05,744.65,.29
15-NOV-05,744.61,.29
16-NOV-05,744.61,.29
17-NOV-05,744.59,.29
18-NOV-05,744.59,.29
19-NOV-05,744.59,.29
20-NOV-05,744.58,.29
21-NOV-05,744.58,.29
22-NOV-05,744.58,.29
23-NOV-05,744.58,.29
24-NOV-05,744.58,.29
25-NOV-05,744.58,.29
26-NOV-05,744.44,.29
27-NOV-05,744.27,.28
28-NOV-05,744.09,.28
29-NOV-05,743.91,.28
30-NOV-05,743.74,.27
01-DEC-05,743.33,.27
02-DEC-05,743.36,.27
03-DEC-05,743.17,.26
04-DEC-05,743.01,.26
05-DEC-05,742.81,.26
06-DEC-05,742.61,.25
07-DEC-05,742.43,.25
08-DEC-05,742.23,.25
09-DEC-05,742.05,.24
10-DEC-05,741.8,.24
11-DEC-05,741.56,.24
12-DEC-05,741.32,.23
13-DEC-05,741.16,.23
14-DEC-05,740.98,.23
15-DEC-05,740.8,.22
16-DEC-05,740.75,.22
17-DEC-05,740.75,.22
18-DEC-05,740.75,.22
19-DEC-05,740.75,.22
20-DEC-05,740.74,.22
21-DEC-05,740.74,.22
22-DEC-05,740.74,.22
23-DEC-05,740.74,.22
24-DEC-05,740.74,.22
25-DEC-05,740.73,.22
26-DEC-05,740.73,.22
27-DEC-05,740.73,.22
28-DEC-05,740.73,.22
29-DEC-05,740.71,.22
30-DEC-05,740.71,.22
31-DEC-05,740.71,.22
01-JAN-06,740.71,.22
02-JAN-06,740.69,.22
03-JAN-06,740.69,.22
04-JAN-06,740.69,.22
05-JAN-06,740.69,.22
06-JAN-06,740.67,.22
07-JAN-06,740.67,.22
08-JAN-06,740.67,.22
09-JAN-06,740.67,.22
10-JAN-06,740.66,.22
11-JAN-06,740.66,.22
12-JAN-06,740.66,.22
13-JAN-06,740.48,.22
14-JAN-06,740.23,.22
15-JAN-06,739.99,.21
16-JAN-06,739.75,.21
17-JAN-06,739.49,.2
18-JAN-06,739.21,.2
19-JAN-06,739,.2
20-JAN-06,738.72,.19
21-JAN-06,738.46,.19
22-JAN-06,738.2,.19
23-JAN-06,737.93,.18
24-JAN-06,737.49,.18
25-JAN-06,737.35,.18
26-JAN-06,737.05,.18
27-JAN-06,736.76,.17
28-JAN-06,736.45,.17
29-JAN-06,736.16,.17
30-JAN-06,735.95,.16
31-JAN-06,735.71,.16
01-FEB-06,735.52,.16
02-FEB-06,735.46,.16
03-FEB-06,735.46,.16
04-FEB-06,735.46,.16
05-FEB-06,735.45,.16
06-FEB-06,735.45,.16
07-FEB-06,735.45,.16
08-FEB-06,735.45,.16
09-FEB-06,735.43,.16
10-FEB-06,735.43,.16
11-FEB-06,735.43,.16
12-FEB-06,735.43,.16
13-FEB-06,735.42,.16
14-FEB-06,735.42,.16
15-FEB-06,735.42,.16
16-FEB-06,735.42,.16
17-FEB-06,735.4,.16
18-FEB-06,735.4,.16
19-FEB-06,735.4,.16
20-FEB-06,735.4,.16
21-FEB-06,735.39,.16
22-FEB-06,735.39,.16
23-FEB-06,735.39,.16
24-FEB-06,735.39,.16
25-FEB-06,735.37,.16
26-FEB-06,735.37,.16
27-FEB-06,735.37,.16
28-FEB-06,735.37,.16
01-MAR-06,735.35,.16
02-MAR-06,735.11,.15
03-MAR-06,734.78,.15
04-MAR-06,734.44,.15
05-MAR-06,734.1,.14
06-MAR-06,733.74,.14
07-MAR-06,733.37,.14
08-MAR-06,732.99,.13
09-MAR-06,732.6,.13
10-MAR-06,732.2,.13
11-MAR-06,731.86,.13
12-MAR-06,731.48,.12
13-MAR-06,731.07,.12
14-MAR-06,730.64,.12
15-MAR-06,730.2,.11
16-MAR-06,729.87,.11
17-MAR-06,729.87,.11
18-MAR-06,729.87,.11
19-MAR-06,729.87,.11
20-MAR-06,729.85,.11
21-MAR-06,729.85,.11
22-MAR-06,729.85,.11
23-MAR-06,729.85,.11
24-MAR-06,729.84,.11
25-MAR-06,729.84,.11
26-MAR-06,729.84,.11
27-MAR-06,729.84,.11
28-MAR-06,729.84,.11
29-MAR-06,729.83,.11
30-MAR-06,729.83,.11
31-MAR-06,729.81,.11
01-APR-06,729.81,.11
02-APR-06,729.81,.11
03-APR-06,729.79,.11
04-APR-06,729.79,.11
05-APR-06,729.79,.11
06-APR-06,729.78,.11
07-APR-06,729.78,.11
08-APR-06,729.75,.11
09-APR-06,729.36,.1
10-APR-06,728.85,.1
11-APR-06,728.33,.1
12-APR-06,727.78,.09
13-APR-06,727.18,.09
14-APR-06,726.6,.09
15-APR-06,726.03,.08
16-APR-06,725.39,.08
17-APR-06,724.78,.07
18-APR-06,724.06,.07
19-APR-06,723.33,.07
20-APR-06,722.62,.06
21-APR-06,721.85,.06
22-APR-06,721.06,.05
23-APR-06,720.19,.05
24-APR-06,719.24,.05
25-APR-06,718.39,.04
26-APR-06,717.57,.04
27-APR-06,716.77,.04
28-APR-06,716.51,.04
29-APR-06,716.51,.04
30-APR-06,716.51,.04
01-MAY-06,716.5,.04
02-MAY-06,716.5,.04
03-MAY-06,716.5,.04
04-MAY-06,716.5,.04
05-MAY-06,716.48,.04
06-MAY-06,716.48,.04
07-MAY-06,716.48,.04
08-MAY-06,716.48,.04
09-MAY-06,716.47,.04
10-MAY-06,716.47,.04
11-MAY-06,716.47,.04
12-MAY-06,716.47,.04
13-MAY-06,716.45,.04
14-MAY-06,716.45,.04
15-MAY-06,716.45,.04
16-MAY-06,716.45,.04
17-MAY-06,716.44,.04
18-MAY-06,716.44,.04
19-MAY-06,716.44,.04
20-MAY-06,716.01,.03
21-MAY-06,715.23,.03
22-MAY-06,714.44,.03
23-MAY-06,713.57,.02
24-MAY-06,712.7,.02
25-MAY-06,712.58,.02
26-MAY-06,712.58,.02
27-MAY-06,712.58,.02
28-MAY-06,712.57,.02
29-MAY-06,712.57,.02
30-MAY-06,712.57,.02
31-MAY-06,712.57,.02
01-JUN-06,712.57,.02
02-JUN-06,712.69,.02
03-JUN-06,712.79,.02
04-JUN-06,712.9,.02
05-JUN-06,712.99,.02
06-JUN-06,713.04,.02
07-JUN-06,713.04,.02
08-JUN-06,713.04,.02
09-JUN-06,713.04,.02
10-JUN-06,713.08,.02
11-JUN-06,713.08,.02
12-JUN-06,713.11,.02
13-JUN-06,713.14,.02
14-JUN-06,713.14,.02
15-JUN-06,713.17,.02
16-JUN-06,712.96,.02
17-JUN-06,712.28,.02
18-JUN-06,711.44,.02
19-JUN-06,710.67,.02
20-JUN-06,709.88,.01
21-JUN-06,709.29,.01
22-JUN-06,708.51,.01
23-JUN-06,708.14,.01
24-JUN-06,707.95,.01
25-JUN-06,708.24,.01
26-JUN-06,708.33,.01
27-JUN-06,708.77,.01
28-JUN-06,709.39,.01
29-JUN-06,710.34,.01
30-JUN-06,713.23,.02
01-JUL-06,714.94,.03
02-JUL-06,716.99,.04
03-JUL-06,718.24,.04
04-JUL-06,720.07,.05
05-JUL-06,721.86,.06
06-JUL-06,725.86,.08
07-JUL-06,728.24,.1
08-JUL-06,729.49,.11
09-JUL-06,730.58,.12
10-JUL-06,731.38,.12
11-JUL-06,732.17,.13
12-JUL-06,732.84,.13
13-JUL-06,733.3,.14
14-JUL-06,733.78,.14
15-JUL-06,734.06,.14
16-JUL-06,734.55,.15
17-JUL-06,734.99,.15
18-JUL-06,735.22,.16
19-JUL-06,735.43,.16
20-JUL-06,735.58,.16
21-JUL-06,735.18,.17
22-JUL-06,737.41,.18
23-JUL-06,738.94,.2
24-JUL-06,739.97,.21
25-JUL-06,740.37,.22
26-JUL-06,740.63,.22
27-JUL-06,740.89,.23
28-JUL-06,741.41,.24
29-JUL-06,743.72,.27
30-JUL-06,744.78,.3
31-JUL-06,744.5,.29
01-AUG-06,744.68,.29
02-AUG-06,744.68,.29
03-AUG-06,744.68,.29
04-AUG-06,744.64,.29
05-AUG-06,744.58,.29
06-AUG-06,744.64,.29
07-AUG-06,744.85,.3
08-AUG-06,744.55,.29
09-AUG-06,744.47,.29
10-AUG-06,744.75,.3
11-AUG-06,744.44,.29
12-AUG-06,744.64,.29
13-AUG-06,744.64,.29
14-AUG-06,744.82,.3
15-AUG-06,744.82,.3
16-AUG-06,744.76,.3
17-AUG-06,744.7,.29
18-AUG-06,744.62,.29
19-AUG-06,744.67,.29
20-AUG-06,744.7,.29
21-AUG-06,744.81,.3
22-AUG-06,744.88,.3
23-AUG-06,744.88,.3
24-AUG-06,744.9,.3
25-AUG-06,744.9,.3
26-AUG-06,744.9,.3
27-AUG-06,744.91,.3
28-AUG-06,744.91,.3
29-AUG-06,744.91,.3
30-AUG-06,744.91,.3
31-AUG-06,744.91,.3
01-SEP-06,744.91,.3
02-SEP-06,744.91,.3
03-SEP-06,744.91,.3
04-SEP-06,744.91,.3
05-SEP-06,744.91,.3
06-SEP-06,744.91,.3
07-SEP-06,744.87,.3
08-SEP-06,744.84,.3
09-SEP-06,744.87,.3
10-SEP-06,744.89,.3
11-SEP-06,744.91,.3
12-SEP-06,744.88,.3
13-SEP-06,744.87,.3
14-SEP-06,744.82,.3
15-SEP-06,744.91,.3
16-SEP-06,744.91,.3
17-SEP-06,744.91,.3
18-SEP-06,744.91,.3
19-SEP-06,744.91,.3
20-SEP-06,744.91,.3
21-SEP-06,744.91,.3
22-SEP-06,744.84,.3
23-SEP-06,744.9,.3
24-SEP-06,744.91,.3
25-SEP-06,744.91,.3
26-SEP-06,744.91,.3
27-SEP-06,744.88,.3
28-SEP-06,744.87,.3
29-SEP-06,744.88,.3
30-SEP-06,744.9,.3
01-OCT-06,744.91,.3
02-OCT-06,744.91,.3
03-OCT-06,744.87,.3
04-OCT-06,744.87,.3
05-OCT-06,744.9,.3
06-OCT-06,744.91,.3
07-OCT-06,744.91,.3
08-OCT-06,744.89,.3
09-OCT-06,744.87,.3
10-OCT-06,744.88,.3
11-OCT-06,744.9,.3
12-OCT-06,744.91,.3
13-OCT-06,744.91,.3
14-OCT-06,744.91,.3
15-OCT-06,744.91,.3
16-OCT-06,744.91,.3
17-OCT-06,744.91,.3
18-OCT-06,744.91,.3
19-OCT-06,744.91,.3
20-OCT-06,744.91,.3
21-OCT-06,744.9,.3
22-OCT-06,744.9,.3
23-OCT-06,744.9,.3
24-OCT-06,744.91,.3
25-OCT-06,744.91,.3
26-OCT-06,744.91,.3
27-OCT-06,744.9,.3
28-OCT-06,744.9,.3
29-OCT-06,744.91,.3
30-OCT-06,744.88,.3
31-OCT-06,744.88,.3
01-NOV-06,744.88,.3
02-NOV-06,744.87,.3
03-NOV-06,744.87,.3
04-NOV-06,744.87,.3
05-NOV-06,744.87,.3
06-NOV-06,744.87,.3
07-NOV-06,744.82,.3
08-NOV-06,744.75,.3
09-NOV-06,744.71,.29
10-NOV-06,744.71,.29
11-NOV-06,744.71,.29
12-NOV-06,744.7,.29
13-NOV-06,744.7,.29
14-NOV-06,744.7,.29
15-NOV-06,744.69,.29
16-NOV-06,744.69,.29
17-NOV-06,744.69,.29
18-NOV-06,744.69,.29
19-NOV-06,744.67,.29
20-NOV-06,744.67,.29
21-NOV-06,744.67,.29
22-NOV-06,744.67,.29
23-NOV-06,744.65,.29
24-NOV-06,744.65,.29
25-NOV-06,744.65,.29
26-NOV-06,744.65,.29
27-NOV-06,744.64,.29
28-NOV-06,744.64,.29
29-NOV-06,744.64,.29
30-NOV-06,744.64,.29
01-DEC-06,744.64,.29
02-DEC-06,744.62,.29
03-DEC-06,744.62,.29
04-DEC-06,744.62,.29
05-DEC-06,744.61,.29
06-DEC-06,744.61,.29
07-DEC-06,744.61,.29
08-DEC-06,744.61,.29
09-DEC-06,744.6,.29
10-DEC-06,744.6,.29
11-DEC-06,744.6,.29
12-DEC-06,744.49,.29
13-DEC-06,744.31,.28
14-DEC-06,744.1,.28
15-DEC-06,743.95,.28
16-DEC-06,743.76,.27
17-DEC-06,743.56,.27
18-DEC-06,743.36,.27
19-DEC-06,743.21,.26
20-DEC-06,743.03,.26
21-DEC-06,742.85,.26
22-DEC-06,742.67,.25
23-DEC-06,742.52,.25
24-DEC-06,742.4,.25
25-DEC-06,742.2,.25
26-DEC-06,742.05,.24
27-DEC-06,741.84,.24
28-DEC-06,741.67,.24
29-DEC-06,741.65,.24
30-DEC-06,741.65,.24
31-DEC-06,741.65,.24
01-JAN-07,741.64,.24
02-JAN-07,741.64,.24
03-JAN-07,741.64,.24
04-JAN-07,741.64,.24
05-JAN-07,741.62,.24
06-JAN-07,741.62,.24
07-JAN-07,741.62,.24
08-JAN-07,741.62,.24
09-JAN-07,741.6,.24
10-JAN-07,741.6,.24
11-JAN-07,741.6,.24
12-JAN-07,741.6,.24
13-JAN-07,741.59,.24
14-JAN-07,741.59,.24
15-JAN-07,741.59,.24
16-JAN-07,741.59,.24
17-JAN-07,741.58,.24
18-JAN-07,741.58,.24
19-JAN-07,741.58,.24
20-JAN-07,741.58,.24
21-JAN-07,741.56,.24
22-JAN-07,741.56,.24
23-JAN-07,741.56,.24
24-JAN-07,741.56,.24
25-JAN-07,741.56,.24
26-JAN-07,741.54,.24
27-JAN-07,741.38,.23
28-JAN-07,741.15,.23
29-JAN-07,740.9,.23
30-JAN-07,740.74,.22
31-JAN-07,740.5,.22
01-FEB-07,740.27,.22
02-FEB-07,740,.21
03-FEB-07,739.77,.21
04-FEB-07,739.52,.21
05-FEB-07,739.24,.2
06-FEB-07,739,.2
07-FEB-07,738.76,.2
08-FEB-07,738.46,.19
09-FEB-07,738.21,.19
10-FEB-07,737.94,.18
11-FEB-07,737.71,.18
12-FEB-07,737.71,.18
13-FEB-07,737.71,.18
14-FEB-07,737.71,.18
15-FEB-07,737.71,.18
16-FEB-07,737.69,.18
17-FEB-07,737.69,.18
18-FEB-07,737.69,.18
19-FEB-07,737.67,.18
20-FEB-07,737.67,.18
21-FEB-07,737.67,.18
22-FEB-07,737.67,.18
23-FEB-07,737.66,.18
24-FEB-07,737.66,.18
25-FEB-07,737.66,.18
26-FEB-07,737.66,.18
27-FEB-07,737.64,.18
28-FEB-07,737.64,.18
01-MAR-07,737.64,.18
02-MAR-07,737.64,.18
03-MAR-07,737.63,.18
04-MAR-07,737.63,.18
05-MAR-07,737.63,.18
06-MAR-07,737.63,.18
07-MAR-07,737.62,.18
08-MAR-07,737.62,.18
09-MAR-07,737.62,.18
10-MAR-07,737.62,.18
11-MAR-07,737.36,.18
12-MAR-07,737.05,.18
13-MAR-07,736.74,.18
14-MAR-07,736.43,.17
15-MAR-07,736.13,.17
16-MAR-07,735.83,.16
17-MAR-07,735.53,.16
18-MAR-07,735.16,.15
19-MAR-07,734.82,.15
20-MAR-07,734.5,.15
21-MAR-07,734.16,.15
22-MAR-07,733.85,.14
23-MAR-07,733.55,.14
24-MAR-07,733.25,.14
25-MAR-07,733.02,.13
26-MAR-07,733.02,.13
27-MAR-07,733.02,.13
28-MAR-07,733.01,.13
29-MAR-07,733.01,.13
30-MAR-07,733.01,.13
31-MAR-07,733.01,.13
01-APR-07,733.01,.13
02-APR-07,732.99,.13
03-APR-07,732.99,.13
04-APR-07,732.99,.13
05-APR-07,732.99,.13
06-APR-07,732.98,.13
07-APR-07,732.98,.13
08-APR-07,732.98,.13
09-APR-07,732.98,.13
10-APR-07,732.96,.13
11-APR-07,732.96,.13
12-APR-07,732.96,.13
13-APR-07,732.96,.13
14-APR-07,732.95,.13
15-APR-07,732.95,.13
16-APR-07,732.95,.13
17-APR-07,732.69,.13
18-APR-07,732.3,.13
19-APR-07,731.92,.13
20-APR-07,731.5,.12
21-APR-07,731.5,.12
22-APR-07,730.62,.12
23-APR-07,730.22,.11
24-APR-07,729.78,.11
25-APR-07,729.34,.1
26-APR-07,728.89,.1
27-APR-07,728.33,.1
28-APR-07,727.84,.09
29-APR-07,727.39,.09
30-APR-07,726.97,.09
01-MAY-07,726.51,.08
02-MAY-07,726.09,.08
03-MAY-07,725.67,.08
04-MAY-07,725.42,.08
05-MAY-07,725.42,.08
06-MAY-07,725.42,.08
07-MAY-07,725.42,.08
08-MAY-07,725.41,.08
09-MAY-07,725.41,.08
10-MAY-07,725.41,.08
11-MAY-07,725.41,.08
12-MAY-07,725.39,.08
13-MAY-07,725.39,.08
14-MAY-07,725.37,.08
15-MAY-07,725.37,.08
16-MAY-07,725.37,.08
17-MAY-07,725.35,.08
18-MAY-07,725.35,.08
19-MAY-07,725.35,.08
20-MAY-07,725.34,.08
21-MAY-07,725.34,.08
22-MAY-07,725.34,.08
23-MAY-07,724.92,.07
24-MAY-07,724.21,.07
25-MAY-07,723.57,.07
26-MAY-07,722.86,.06
27-MAY-07,722.11,.06
28-MAY-07,721.32,.06
29-MAY-07,720.55,.05
30-MAY-07,719.7,.05
31-MAY-07,718.84,.05
01-JUN-07,717.98,.04
02-JUN-07,717.11,.04
03-JUN-07,716.41,.04
04-JUN-07,715.74,.03
05-JUN-07,714.99,.03
06-JUN-07,714.11,.03
07-JUN-07,713.27,.02
08-JUN-07,712.64,.02
09-JUN-07,712.51,.02
10-JUN-07,712.51,.02
11-JUN-07,712.51,.02
12-JUN-07,712.49,.02
13-JUN-07,712.49,.02
14-JUN-07,712.49,.02
15-JUN-07,712.63,.02
16-JUN-07,712.65,.02
17-JUN-07,712.69,.02
18-JUN-07,712.72,.02
19-JUN-07,712.72,.02
20-JUN-07,712.72,.02
21-JUN-07,712.78,.02
22-JUN-07,712.78,.02
23-JUN-07,712.97,.02
24-JUN-07,713.15,.02
25-JUN-07,714.67,.03
26-JUN-07,716.07,.03
27-JUN-07,716.96,.04
28-JUN-07,718.33,.04
29-JUN-07,718.94,.05
30-JUN-07,720.16,.05
01-JUL-07,721.41,.06
02-JUL-07,725.74,.08
03-JUL-07,729.76,.11
04-JUL-07,732.91,.13
05-JUL-07,734.18,.15
06-JUL-07,735.34,.16
07-JUL-07,735.56,.16
08-JUL-07,735.95,.16
09-JUL-07,736.22,.17
10-JUL-07,736.96,.17
11-JUL-07,737.94,.18
12-JUL-07,738.24,.19
13-JUL-07,738.53,.19
14-JUL-07,738.94,.2
15-JUL-07,739.46,.2
16-JUL-07,739.73,.21
17-JUL-07,739.82,.21
18-JUL-07,739.85,.21
19-JUL-07,739.82,.21
20-JUL-07,739.77,.21
21-JUL-07,739.82,.21
22-JUL-07,739.88,.21
23-JUL-07,739.94,.21
24-JUL-07,739.97,.21
